BetID,Date,transactionDateTime,realAmount,bonusAmount,channelUID,txCurrency,playerID,gameID,txType
5351791857,2017-03-20,"42814,012336308",5,0,ANDROID,SEK,116053877,524,WAGER
5351791857,2017-03-20,"42814,012337037",50,0,ANDROID,SEK,116053877,524,RESULT
5351791857,2017-03-20,"42814,012337697",0,0,ANDROID,SEK,116053877,524,RESULT
5351792005,2017-03-20,"42814,012378727",5,0,ANDROID,SEK,116053877,524,WAGER
5351792005,2017-03-20,"42814,012379421",10,0,ANDROID,SEK,116053877,524,RESULT
5351792005,2017-03-20,"42814,012379815",0,0,ANDROID,SEK,116053877,524,RESULT
5351792179,2017-03-20,"42814,012424479",5,0,ANDROID,SEK,116053877,524,WAGER
5351792179,2017-03-20,"42814,012424942",0,0,ANDROID,SEK,116053877,524,RESULT
5351792320,2017-03-20,"42814,012468345",5,0,ANDROID,SEK,116053877,524,WAGER
5351792320,2017-03-20,"42814,012468993",0,0,ANDROID,SEK,116053877,524,RESULT
5351792471,2017-03-20,"42814,01251412",5,0,ANDROID,SEK,116053877,524,WAGER
5351792471,2017-03-20,"42814,012514583",0,0,ANDROID,SEK,116053877,524,RESULT
5351792625,2017-03-20,"42814,012556678",5,0,ANDROID,SEK,116053877,524,WAGER
5351792625,2017-03-20,"42814,012557373",2,0,ANDROID,SEK,116053877,524,RESULT
5351792625,2017-03-20,"42814,012557766",0,0,ANDROID,SEK,116053877,524,RESULT
5351792777,2017-03-20,"42814,012600637",5,0,ANDROID,SEK,116053877,524,WAGER
5351792777,2017-03-20,"42814,012601065",0,0,ANDROID,SEK,116053877,524,RESULT
5351793014,2017-03-20,"42814,012667303",5,0,ANDROID,SEK,116053877,524,WAGER
5351793014,2017-03-20,"42814,012667731",0,0,ANDROID,SEK,116053877,524,RESULT
5351794686,2017-03-20,"42814,012714537",5,0,ANDROID,SEK,116053877,524,WAGER
5351794686,2017-03-20,"42814,012715",0,0,ANDROID,SEK,116053877,524,RESULT
5351794868,2017-03-20,"42814,012762627",5,0,ANDROID,SEK,116053877,524,WAGER
5351794868,2017-03-20,"42814,012763079",0,0,ANDROID,SEK,116053877,524,RESULT
5351795048,2017-03-20,"42814,012814097",5,0,ANDROID,SEK,116053877,524,WAGER
5351795048,2017-03-20,"42814,012814792",15,0,ANDROID,SEK,116053877,524,RESULT
5351795048,2017-03-20,"42814,012815185",0,0,ANDROID,SEK,116053877,524,RESULT
5351795213,2017-03-20,"42814,012859433",5,0,ANDROID,SEK,116053877,524,WAGER
5351795213,2017-03-20,"42814,012860185",0,0,ANDROID,SEK,116053877,524,RESULT
5351795441,2017-03-20,"42814,012924028",5,0,ANDROID,SEK,116053877,524,WAGER
5351795441,2017-03-20,"42814,012924491",0,0,ANDROID,SEK,116053877,524,RESULT
5351795660,2017-03-20,"42814,012984421",5,0,ANDROID,SEK,116053877,524,WAGER
5351795660,2017-03-20,"42814,012984873",0,0,ANDROID,SEK,116053877,524,RESULT
5351795849,2017-03-20,"42814,013040289",5,0,ANDROID,SEK,116053877,524,WAGER
5351795849,2017-03-20,"42814,013040903",0,0,ANDROID,SEK,116053877,524,RESULT
5351796045,2017-03-20,"42814,013096944",5,0,ANDROID,SEK,116053877,524,WAGER
5351796045,2017-03-20,"42814,013097396",0,0,ANDROID,SEK,116053877,524,RESULT
5351797698,2017-03-20,"42814,013139132",5,0,ANDROID,SEK,116053877,524,WAGER
5351797698,2017-03-20,"42814,013139618",0,0,ANDROID,SEK,116053877,524,RESULT
5351797850,2017-03-20,"42814,013184491",5,0,ANDROID,SEK,116053877,524,WAGER
5351797850,2017-03-20,"42814,013184942",0,0,ANDROID,SEK,116053877,524,RESULT
5351797994,2017-03-20,"42814,013227083",5,0,ANDROID,SEK,116053877,524,WAGER
